59.0
66.0
89.8
56.2
95.0
86.2
88.0
83.3
100.0
91.2
75.1
91.9
70.6
88.5
72.4
64.0
74.2
58.4
73.2
38.7
87.2
92.0
74.6
73.3
49.4
70.4
55.9
73.1
94.2
60.3
94.7
77.4
87.9
66.1
59.9
77.9
66.2
81.0
78.7
90.7
66.3
56.7
66.4
84.7
90.6
38.9
75.5
84.1
48.7
70.2
64.8
